Gene stable ID	Gene start (bp)	Gene end (bp)	Strand	Karyotype band	Chromosome/scaffold name	HGNC ID	HGNC symbol	UniProtKB/Swiss-Prot ID
ENSG00000128159	50217689	50245023	-1	q13.33	22	HGNC:18127	TUBGCP6	
ENSG00000173085	83261536	83284914	-1	q21.23	4	HGNC:25223	COQ2	
ENSG00000182518	55143102	55161310	-1	p11.21	X	HGNC:25085	VCF2	Q5XKR9
ENSG00000187726	73951026	73970366	1	q13.4	11	HGNC:30718	DNAJB13	P59910
ENSG00000158714	159826811	159837492	1	q23.2	1	HGNC:21391	SLAMF8	Q9P0V8
ENSG00000237508	985437	1001192	1		HSCHR6_MHC_MANN_CTG1	HGNC:4963	HLA-F	P30511
ENSG00000187726	73951026	73970366	1	q13.4	11	HGNC:30718	DNAJB13	
ENSG00000227044	852639	854222	1		HSCHR6_MHC_MANN_CTG1	HGNC:8253	OR2H2	O95918
ENSG00000173085	83261536	83284914	-1	q21.23	4	HGNC:25223	COQ2	Q96H96
ENSG00000231624	2421726	2423062	-1		HSCHR6_MHC_MANN_CTG1	HGNC:13927	C6orf15	Q6UXA7
ENSG00000132300	86106223	86142157	1	p11.2	2	HGNC:24717	PTCD3	
ENSG00000243284	159854316	159862657	-1	q23.2	1	HGNC:32063	VSIG8	P0DPA2
ENSG00000131203	39902275	39928790	1	p11.21	8	HGNC:6059	IDO1	
ENSG00000137802	41774434	41827855	1	q15.1	15	HGNC:29536	MAPKBP1	
ENSG00000128159	50217689	50245023	-1	q13.33	22	HGNC:18127	TUBGCP6	Q96RT7
ENSG00000106327	100620416	100642779	-1	q22.1	7	HGNC:11762	TFR2	
ENSG00000165732	68956135	68985068	1	q22.1	10	HGNC:2744	DDX21	
ENSG00000103226	16232506	16300806	1	p13.11	16	HGNC:25242	NOMO3	P69849
ENSG00000103226	16232506	16300806	1	p13.11	16	HGNC:25242	NOMO3	
ENSG00000175564	74000277	74009085	-1	q13.4	11	HGNC:12519	UCP3	P55916
ENSG00000175564	74000277	74009085	-1	q13.4	11	HGNC:12519	UCP3	
ENSG00000165732	68956135	68985068	1	q22.1	10	HGNC:2744	DDX21	Q9NR30
ENSG00000131203	39902275	39928790	1	p11.21	8	HGNC:6059	IDO1	P14902
ENSG00000002016	911736	990053	-1	p13.33	12	HGNC:9824	RAD52	P43351
ENSG00000213085	159872364	159900165	-1	q23.2	1	HGNC:17229	CFAP45	
ENSG00000213085	159872364	159900165	-1	q23.2	1	HGNC:17229	CFAP45	Q9UL16
ENSG00000152766	88819896	88851844	-1	q23.31	10	HGNC:28321	ANKRD22	Q5VYY1
ENSG00000106327	100620416	100642779	-1	q22.1	7	HGNC:11762	TFR2	Q9UP52
ENSG00000162723	159951492	159954237	-1	q23.2	1	HGNC:18430	SLAMF9	Q96A28
ENSG00000184979	18149843	18177397	1	q11.21	22	HGNC:12616	USP18	
ENSG00000184979	18149843	18177397	1	q11.21	22	HGNC:12616	USP18	Q9UMW8
ENSG00000138134	88879734	88975153	1	q23.31	10	HGNC:24105	STAMBPL1	Q96FJ0
ENSG00000256029	159834474	159873053	-1	q23.2	1			
ENSG00000184368	20006713	20116907	-1	p22.12	X	HGNC:25899	MAP7D2	Q96T17
ENSG00000132300	86106223	86142157	1	p11.2	2	HGNC:24717	PTCD3	Q96EY7
ENSG00000007520	1349240	1351878	-1	p13.3	16	HGNC:14175	TSR3	Q9UJK0
ENSG00000007520	1349240	1351878	-1	p13.3	16	HGNC:14175	TSR3	
ENSG00000077080	100643097	100656448	-1	q22.1	7	HGNC:160	ACTL6B	O94805
ENSG00000137802	41774434	41827855	1	q15.1	15	HGNC:29536	MAPKBP1	O60336
ENSG00000214517	74171267	74254703	1	q13.4	11	HGNC:30178	PPME1	Q9Y570
ENSG00000179364	105300563	105398147	1	q32.33	14	HGNC:23794	PACS2	Q86VP3
ENSG00000077080	100643097	100656448	-1	q22.1	7	HGNC:160	ACTL6B	
ENSG00000111799	75084326	75206267	-1	q14.1	6	HGNC:2188	COL12A1	
ENSG00000002016	911736	990053	-1	p13.33	12	HGNC:9824	RAD52	
ENSG00000227600	3469104	3488185	1		HSCHR6_MHC_SSTO_CTG1	HGNC:9326	PPT2	
ENSG00000132313	86199355	86213790	1	p11.2	2	HGNC:14489	MRPL35	Q9NZE8
ENSG00000173674	20124525	20141838	-1	p22.12	X	HGNC:3250	EIF1AX	P47813
ENSG00000179364	105300563	105398147	1	q32.33	14	HGNC:23794	PACS2	
ENSG00000132313	86199355	86213790	1	p11.2	2	HGNC:14489	MRPL35	
ENSG00000173674	20124525	20141838	-1	p22.12	X	HGNC:3250	EIF1AX	
ENSG00000163399	116372668	116410261	1	p13.1	1	HGNC:799	ATP1A1	
ENSG00000169856	52755053	52791078	-1	q21.3	15	HGNC:8138	ONECUT1	Q9UBC0
ENSG00000169856	52755053	52791078	-1	q21.3	15	HGNC:8138	ONECUT1	
ENSG00000133393	15865719	15888625	-1	p13.11	16	HGNC:26435	CEP20	Q96NB1
ENSG00000133393	15865719	15888625	-1	p13.11	16	HGNC:26435	CEP20	
ENSG00000227600	3469104	3488185	1		HSCHR6_MHC_SSTO_CTG1	HGNC:9326	PPT2	Q9UMR5
ENSG00000151704	128836315	128867373	-1	q24.3	11	HGNC:6255	KCNJ1	P48048
ENSG00000132294	131904093	132013642	1	q24.22	8	HGNC:28970	EFR3A	Q14156
ENSG00000132294	131904093	132013642	1	q24.22	8	HGNC:28970	EFR3A	
ENSG00000226174	105398538	105450106	1	q32.33	14	HGNC:40026	TEX22	C9J3V5
ENSG00000226174	105398538	105450106	1	q32.33	14	HGNC:40026	TEX22	
ENSG00000180035	30378106	30400108	1	p11.2	16	HGNC:13114	ZNF48	
ENSG00000180035	30378106	30400108	1	p11.2	16	HGNC:13114	ZNF48	Q96MX3
ENSG00000253117	132024216	132059382	-1	q24.22	8	HGNC:8100	OC90	Q02509
ENSG00000175482	67350772	67356972	-1	q13.2	11	HGNC:14106	POLD4	Q9HCU8
ENSG00000179965	30407414	30431108	1	p11.2	16	HGNC:29653	ZNF771	Q7L3S4
ENSG00000115548	86440647	86492716	1	p11.2	2	HGNC:20815	KDM3A	
ENSG00000173083	83292461	83335153	-1	q21.23	4	HGNC:5164	HPSE	Q9Y251
ENSG00000258417	132024238	132085655	-1	q24.22	8			
ENSG00000179965	30407414	30431108	1	p11.2	16	HGNC:29653	ZNF771	
ENSG00000147679	116766505	116849463	1	q24.11	8	HGNC:28224	UTP23	
ENSG00000163399	116372668	116410261	1	p13.1	1	HGNC:799	ATP1A1	P05023
ENSG00000175482	67350772	67356972	-1	q13.2	11	HGNC:14106	POLD4	
ENSG00000179918	30443631	30445874	-1	p11.2	16	HGNC:19686	SEPHS2	Q99611
ENSG00000238104	1901158	1919370	-1		HSCHR6_MHC_SSTO_CTG1	HGNC:9284	PPP1R10	Q96QC0
ENSG00000169957	30524004	30526821	-1	p11.2	16	HGNC:26273	ZNF768	Q9H5H4
ENSG00000147679	116766505	116849463	1	q24.11	8	HGNC:28224	UTP23	Q9BRU9
ENSG00000169957	30524004	30526821	-1	p11.2	16	HGNC:26273	ZNF768	
ENSG00000256514	67351572	67373584	-1	q13.2	11			
ENSG00000234669	981424	990140	-1		HSCHR6_MHC_SSTO_CTG1	HGNC:18791	ZFP57	Q9NU63
ENSG00000261459	30525923	30534852	-1	p11.2	16			
ENSG00000011304	797075	812327	1	p13.3	19	HGNC:9583	PTBP1	
ENSG00000205002	116938207	116944487	1	q24.11	8	HGNC:33842	AARD	Q4LEZ3
ENSG00000173083	83292461	83335153	-1	q21.23	4	HGNC:5164	HPSE	
ENSG00000175505	67364168	67374177	-1	q13.2	11	HGNC:17412	CLCF1	Q9UBD9
ENSG00000011304	797075	812327	1	p13.3	19	HGNC:9583	PTBP1	P26599
ENSG00000169951	30553764	30558374	-1	p11.2	16	HGNC:28200	ZNF764	Q96H86
ENSG00000111684	6976185	7018477	-1	p13.31	12	HGNC:30244	LPCAT3	Q6P1A2
ENSG00000229058	3485949	3489305	-1		HSCHR6_MHC_MANN_CTG1	HGNC:320	AGER	Q15109
ENSG00000111684	6976185	7018477	-1	p13.31	12	HGNC:30244	LPCAT3	
ENSG00000177888	197153682	197201293	-1	q31.3	1	HGNC:24819	ZBTB41	Q5SVQ8
ENSG00000197162	30573740	30585769	-1	p11.2	16	HGNC:26496	ZNF785	
ENSG00000197162	30573740	30585769	-1	p11.2	16	HGNC:26496	ZNF785	A8K8V0
ENSG00000243364	155063737	155069553	1	q21.3	1	HGNC:3224	EFNA4	P52798
ENSG00000229058	3485949	3489305	-1		HSCHR6_MHC_MANN_CTG1	HGNC:320	AGER	
ENSG00000156853	30602558	30624012	-1	p11.2	16	HGNC:25173	ZNF689	Q96CS4
ENSG00000172354	100673567	100679174	1	q22.1	7	HGNC:4398	GNB2	
ENSG00000182979	105419820	105470729	1	q32.33	14	HGNC:7410	MTA1	
ENSG00000251246	155063748	155086807	1	q21.3	1			
ENSG00000163312	83407343	83455855	-1	q21.23	4	HGNC:18536	HELQ	
ENSG00000143590	155078837	155087538	1	q21.3	1	HGNC:3223	EFNA3	P52797
ENSG00000166321	73110375	73131828	1	q22.2	10	HGNC:18827	NUDT13	
ENSG00000008853	22987417	23020509	1	p21.3	8	HGNC:18756	RHOBTB2	Q9BYZ6
ENSG00000008853	22987417	23020509	1	p21.3	8	HGNC:18756	RHOBTB2	
ENSG00000232326	4221235	4238030	-1		HSCHR6_MHC_SSTO_CTG1	HGNC:44	TAP2	
ENSG00000232326	4221235	4238030	-1		HSCHR6_MHC_SSTO_CTG1	HGNC:44	TAP2	Q03519
ENSG00000142541	49487510	49493057	1	q13.33	19	HGNC:10304	RPL13A	
ENSG00000172354	100673567	100679174	1	q22.1	7	HGNC:4398	GNB2	P62879
ENSG00000166321	73110375	73131828	1	q22.2	10	HGNC:18827	NUDT13	Q86X67
ENSG00000169242	155127876	155134899	1	q22	1	HGNC:3221	EFNA1	P20827
ENSG00000163312	83407343	83455855	-1	q21.23	4	HGNC:18536	HELQ	Q8TDG4
ENSG00000122882	73130155	73169055	-1	q22.2	10	HGNC:17029	ECD	
ENSG00000172336	100706121	100707486	1	q22.1	7	HGNC:19949	POP7	O75817
ENSG00000172336	100706121	100707486	1	q22.1	7	HGNC:19949	POP7	
ENSG00000172531	67398181	67421183	-1	q13.2	11	HGNC:9281	PPP1CA	P62136
ENSG00000156858	30650717	30656413	1	p11.2	16	HGNC:28458	PRR14	
ENSG00000172531	67398181	67421183	-1	q13.2	11	HGNC:9281	PPP1CA	
ENSG00000163319	83455932	83469735	1	q21.23	4	HGNC:16633	MRPS18C	
ENSG00000142541	49487510	49493057	1	q13.33	19	HGNC:10304	RPL13A	P40429
ENSG00000169241	155135344	155138857	1	q22	1	HGNC:30657	SLC50A1	
ENSG00000100083	37608474	37633564	1	q13.1	22	HGNC:17842	GGA1	
ENSG00000130427	100720468	100723700	1	q22.1	7	HGNC:3415	EPO	P01588
ENSG00000163319	83455932	83469735	1	q21.23	4	HGNC:16633	MRPS18C	Q9Y3D5
ENSG00000232541	4611327	4638113	-1		HSCHR6_MHC_SSTO_CTG1	HGNC:2187	COL11A2	
ENSG00000100083	37608474	37633564	1	q13.1	22	HGNC:17842	GGA1	Q9UJY5
ENSG00000225890	4046501	4068866	1		HSCHR6_MHC_MANN_CTG1	HGNC:4942	HLA-DQA1	
ENSG00000148337	128161251	128204383	-1	q34.11	9	HGNC:16744	CIZ1	
ENSG00000249709	12525373	12551542	-1	p13.2	19	HGNC:31106	ZNF564	Q8TBZ8
ENSG00000249709	12525373	12551542	-1	p13.2	19	HGNC:31106	ZNF564	
ENSG00000156858	30650717	30656413	1	p11.2	16	HGNC:28458	PRR14	Q9BWN1
ENSG00000269693	12525720	12580975	-1	p13.2	19			
ENSG00000236428	1977172	1980172	-1		HSCHR6_MHC_SSTO_CTG1	HGNC:29413	PPP1R18	
ENSG00000175463	67403915	67410089	1	q13.2	11	HGNC:24702	TBC1D10C	Q8IV04
ENSG00000188033	12576100	12640098	-1	p13.13	19	HGNC:23705	ZNF490	Q9ULM2
ENSG00000188033	12576100	12640098	-1	p13.13	19	HGNC:23705	ZNF490	
ENSG00000120889	23020133	23069031	-1	p21.3	8	HGNC:11905	TNFRSF10B	O14763
ENSG00000235956	3464563	3470577	-1		HSCHR6_MHC_SSTO_CTG1	HGNC:13943	PRRT1	Q99946
ENSG00000177189	20149911	20267519	-1	p22.12	X	HGNC:10432	RPS6KA3	P51812
ENSG00000235956	3464563	3470577	-1		HSCHR6_MHC_SSTO_CTG1	HGNC:13943	PRRT1	
ENSG00000173875	12610918	12633840	1	p13.13	19	HGNC:26895	ZNF791	
ENSG00000177189	20149911	20267519	-1	p22.12	X	HGNC:10432	RPS6KA3	
ENSG00000156860	30658431	30670810	1	p11.2	16	HGNC:20442	FBRS	
ENSG00000169241	155135344	155138857	1	q22	1	HGNC:30657	SLC50A1	Q9BRV3
ENSG00000120889	23020133	23069031	-1	p21.3	8	HGNC:11905	TNFRSF10B	
ENSG00000173875	12610918	12633840	1	p13.13	19	HGNC:26895	ZNF791	Q3KP31
ENSG00000175463	67403915	67410089	1	q13.2	11	HGNC:24702	TBC1D10C	
ENSG00000156860	30658431	30670810	1	p11.2	16	HGNC:20442	FBRS	Q9HAH7
ENSG00000269242	12643831	12648397	-1	p13.13	19			
ENSG00000163322	83459517	83523348	-1	q21.23	4	HGNC:25829	ABRAXAS1	Q6UWZ7
ENSG00000182473	76081016	76121576	-1	q25.1	17	HGNC:23214	EXOC7	Q9UPT5
ENSG00000005844	30472658	30523567	1	p11.2	16	HGNC:6148	ITGAL	
ENSG00000284956	23084403	23115536	1	p21.3	8			
ENSG00000223766	1867115	1873952	1		HSCHR6_MHC_MANN_CTG1	HGNC:21149	PRR3	P79522
ENSG00000159403	7080214	7092540	-1	p13.31	12	HGNC:1246	C1R	
ENSG00000173535	23102921	23117445	1	p21.3	8	HGNC:11906	TNFRSF10C	
ENSG00000111799	75084326	75206267	-1	q14.1	6	HGNC:2188	COL12A1	Q99715
ENSG00000163322	83459517	83523348	-1	q21.23	4	HGNC:25829	ABRAXAS1	
ENSG00000148337	128161251	128204383	-1	q34.11	9	HGNC:16744	CIZ1	Q9ULV3
ENSG00000182979	105419820	105470729	1	q32.33	14	HGNC:7410	MTA1	Q13330
ENSG00000173535	23102921	23117445	1	p21.3	8	HGNC:11906	TNFRSF10C	O14798
ENSG00000223590	2293961	2300241	1		HSCHR6_MHC_MANN_CTG1	HGNC:21661	MUC21	
ENSG00000173681	19912860	19991061	-1	p22.12	X	HGNC:27413	BCLAF3	A2AJT9
ENSG00000173681	19912860	19991061	-1	p22.12	X	HGNC:27413	BCLAF3	
ENSG00000224654	820771	825085	-1		HSCHR6_MHC_MANN_CTG1	HGNC:18795	UBD	
ENSG00000229524	3116310	3129995	-1		HSCHR6_MHC_COX_CTG1	HGNC:13919	BAG6	P46379
ENSG00000134588	133023168	133097109	-1	q26.2	X	HGNC:13485	USP26	Q9BXU7
ENSG00000229524	3116310	3129995	-1		HSCHR6_MHC_COX_CTG1	HGNC:13919	BAG6	
ENSG00000182473	76081016	76121576	-1	q25.1	17	HGNC:23214	EXOC7	
ENSG00000122882	73130155	73169055	-1	q22.2	10	HGNC:17029	ECD	O95905
ENSG00000115548	86440647	86492716	1	p11.2	2	HGNC:20815	KDM3A	Q9Y4C1
ENSG00000173530	23135588	23164027	-1	p21.3	8	HGNC:11907	TNFRSF10D	Q9UBN6
ENSG00000109511	168092537	168187736	1	q32.3	4	HGNC:534	ANXA10	Q9UJ72
ENSG00000229929	1624933	1642186	1		HSCHR6_MHC_SSTO_CTG1	HGNC:10065	TRIM39	Q9HCM9
ENSG00000163463	155169408	155173475	-1	q22	1	HGNC:28942	KRTCAP2	
ENSG00000163463	155169408	155173475	-1	q22	1	HGNC:28942	KRTCAP2	Q8N6L1
ENSG00000258984	237967014	238099412	1	q37.3	2	HGNC:48339	UBE2F-SCLY	
ENSG00000273088	155169409	155187272	-1	q22	1			
ENSG00000251394	860028	936549	-1		HSCHR6_MHC_COX_CTG1	HGNC:13963	OR12D3	
ENSG00000229929	1624933	1642186	1		HSCHR6_MHC_SSTO_CTG1	HGNC:10065	TRIM39	
ENSG00000175634	67428460	67435401	1	q13.2	11	HGNC:10437	RPS6KB2	
ENSG00000223932	2966276	2971330	-1		HSCHR6_MHC_MANN_CTG1	HGNC:13920	GPANK1	O95872
ENSG00000204490	3052854	3055623	1		HSCHR6_MHC_COX_CTG1	HGNC:11892	TNF	P01375
ENSG00000137628	168216291	168318883	-1	q32.3	4	HGNC:25942	DDX60	
ENSG00000104689	23190452	23225102	-1	p21.3	8	HGNC:11904	TNFRSF10A	O00220
ENSG00000104689	23190452	23225102	-1	p21.3	8	HGNC:11904	TNFRSF10A	
ENSG00000104774	12646511	12666742	-1	p13.13	19	HGNC:6826	MAN2B1	O00754
ENSG00000138286	73168119	73244504	1	q22.2	10	HGNC:29162	FAM149B1	Q96BN6
ENSG00000138286	73168119	73244504	1	q22.2	10	HGNC:29162	FAM149B1	
ENSG00000234058	1546480	1550104	1		HSCHR6_MHC_COX_CTG1	HGNC:9285	PPP1R11	O60927
ENSG00000130119	54530183	54621521	1	p11.22	X	HGNC:25553	GNL3L	
ENSG00000183798	41359962	41366818	-1	q12	20	HGNC:16123	EMILIN3	Q9NT22
ENSG00000223932	2966276	2971330	-1		HSCHR6_MHC_MANN_CTG1	HGNC:13920	GPANK1	
ENSG00000112697	75252924	75284948	-1	q14.1	6	HGNC:16667	TMEM30A	Q9NV96
ENSG00000112697	75252924	75284948	-1	q14.1	6	HGNC:16667	TMEM30A	
ENSG00000147457	23243637	23262000	1	p21.3	8	HGNC:28439	CHMP7	Q8WUX9
ENSG00000234058	1546480	1550104	1		HSCHR6_MHC_COX_CTG1	HGNC:9285	PPP1R11	
ENSG00000147457	23243637	23262000	1	p21.3	8	HGNC:28439	CHMP7	
ENSG00000137628	168216291	168318883	-1	q32.3	4	HGNC:25942	DDX60	Q8IY21
ENSG00000129654	76136333	76141245	-1	q25.1	17	HGNC:3816	FOXJ1	Q92949
ENSG00000233180	572851	573857	-1		HSCHR6_MHC_COX_CTG1	HGNC:8238	OR2B3	O76000
ENSG00000213551	73183362	73247255	-1	q22.2	10	HGNC:19123	DNAJC9	Q8WXX5
ENSG00000228913	1042093	1046406	-1		HSCHR6_MHC_COX_CTG1	HGNC:18795	UBD	O15205
ENSG00000125772	5544439	5611006	-1	p12.3	20	HGNC:26957	GPCPD1	
ENSG00000005844	30472658	30523567	1	p11.2	16	HGNC:6148	ITGAL	P20701
ENSG00000182809	105472962	105480162	1	q32.33	14	HGNC:2361	CRIP2	P52943
ENSG00000146839	100733595	100797797	1	q22.1	7	HGNC:12857	ZAN	Q9Y493
ENSG00000175634	67428460	67435401	1	q13.2	11	HGNC:10437	RPS6KB2	Q9UBS0
ENSG00000182809	105472962	105480162	1	q32.33	14	HGNC:2361	CRIP2	
ENSG00000146197	35213956	35253079	1	p21.31	6	HGNC:13655	SCUBE3	Q8IX30
ENSG00000182180	73248843	73252693	-1	q22.2	10	HGNC:14048	MRPS16	Q9Y3D3
ENSG00000132297	132061480	132111159	-1	q24.22	8	HGNC:4904	HHLA1	C9JL84
ENSG00000182180	73248843	73252693	-1	q22.2	10	HGNC:14048	MRPS16	
ENSG00000182628	59109857	59155260	-1	q22	17	HGNC:28006	SKA2	Q8WVK7
ENSG00000132297	132061480	132111159	-1	q24.22	8	HGNC:4904	HHLA1	
ENSG00000182628	59109857	59155260	-1	q22	17	HGNC:28006	SKA2	
ENSG00000104774	12646511	12666742	-1	p13.13	19	HGNC:6826	MAN2B1	
ENSG00000132330	238060924	238099413	1	q37.3	2	HGNC:18161	SCLY	
ENSG00000125772	5544439	5611006	-1	p12.3	20	HGNC:26957	GPCPD1	Q9NPB8
ENSG00000269590	12664828	12669397	-1	p13.13	19			
ENSG00000139197	7188685	7218574	1	p13.31	12	HGNC:9719	PEX5	
ENSG00000130119	54530183	54621521	1	p11.22	X	HGNC:25553	GNL3L	Q9NVN8
ENSG00000213402	67435510	67437682	-1	q13.2	11	HGNC:9667	PTPRCAP	Q14761
ENSG00000132330	238060924	238099413	1	q37.3	2	HGNC:18161	SCLY	Q96I15
ENSG00000203896	63736283	63739103	1	q13.33	20	HGNC:26016	LIME1	
ENSG00000167702	144466043	144474202	1	q24.3	8	HGNC:29530	KIFC2	
ENSG00000068489	59155732	59206709	1	q22	17	HGNC:25619	PRR11	
ENSG00000167702	144466043	144474202	1	q24.3	8	HGNC:29530	KIFC2	Q96AC6
ENSG00000203896	63736283	63739103	1	q13.33	20	HGNC:26016	LIME1	Q9H400
ENSG00000065029	35258909	35295985	1	p21.31	6	HGNC:13149	ZNF76	
ENSG00000070770	58157907	58198106	-1	q21	16	HGNC:2459	CSNK2A2	
ENSG00000128052	55078481	55125595	-1	q12	4	HGNC:6307	KDR	P35968
ENSG00000183260	63861498	63862988	1	q13.33	20	HGNC:16128	ABHD16B	Q9H3Z7
ENSG00000160973	144473412	144475849	-1	q24.3	8	HGNC:3814	FOXH1	O75593
ENSG00000070770	58157907	58198106	-1	q21	16	HGNC:2459	CSNK2A2	P19784
ENSG00000138279	73375101	73414076	-1	q22.2	10	HGNC:545	ANXA7	P20073
ENSG00000100393	41092510	41180077	1	q13.2	22	HGNC:3373	EP300	
ENSG00000100393	41092510	41180077	1	q13.2	22	HGNC:3373	EP300	Q09472
ENSG00000230685	3207869	3217043	-1		HSCHR6_MHC_COX_CTG1	HGNC:2062	CLIC1	O00299
ENSG00000068489	59155732	59206709	1	q22	17	HGNC:25619	PRR11	Q96HE9
ENSG00000138279	73375101	73414076	-1	q22.2	10	HGNC:545	ANXA7	
ENSG00000213145	105486317	105488947	1	q32.33	14	HGNC:2360	CRIP1	P50238
ENSG00000144488	238100340	238133287	1	q37.3	2	HGNC:27937	ESPNL	Q6ZVH7
ENSG00000103023	58279997	58295047	-1	q21	16	HGNC:26336	PRSS54	Q6PEW0
ENSG00000144488	238100340	238133287	1	q37.3	2	HGNC:27937	ESPNL	
ENSG00000265303	59197566	59215226	1	q22	17			
ENSG00000224552	2991996	3008464	-1		HSCHR6_MHC_MANN_CTG1	HGNC:13921	ABHD16A	
ENSG00000171004	132626015	132961395	-1	q26.2	X	HGNC:19133	HS6ST2	Q96MM7
ENSG00000123154	12666802	12675832	1	p13.13	19	HGNC:32672	WDR83	Q9BRX9
ENSG00000168939	155612572	155782459	1	q28	X	HGNC:11271	SPRY3	O43610
ENSG00000185924	1934677	2025334	-1	p13.3	17	HGNC:21329	RTN4RL1	Q86UN2
ENSG00000249467	36719829	36720573	1	p21.1	X	HGNC:53959	H2AL1Q	
ENSG00000103023	58279997	58295047	-1	q21	16	HGNC:26336	PRSS54	
ENSG00000172725	67435510	67443821	-1	q13.2	11	HGNC:2253	CORO1B	Q9BR76
ENSG00000224552	2991996	3008464	-1		HSCHR6_MHC_MANN_CTG1	HGNC:13921	ABHD16A	O95870
ENSG00000169231	155195588	155209051	-1	q22	1	HGNC:11787	THBS3	P49746
ENSG00000123154	12666802	12675832	1	p13.13	19	HGNC:32672	WDR83	
ENSG00000203952	134237047	134246842	1	q26.2	X	HGNC:37286	CCDC160	A6NGH7
ENSG00000169231	155195588	155209051	-1	q22	1	HGNC:11787	THBS3	
ENSG00000172725	67435510	67443821	-1	q13.2	11	HGNC:2253	CORO1B	
ENSG00000168427	238138668	238152947	1	q37.3	2	HGNC:24770	KLHL30	Q0D2K2
ENSG00000184210	70177483	70205704	1	q13.1	X	HGNC:23250	DGAT2L6	Q6ZPD8
ENSG00000285589	12668071	12681834	-1	p13.13	19			
ENSG00000178752	238158970	238168900	1	q37.3	2	HGNC:26727	ERFE	Q4G0M1
ENSG00000179958	30423615	30430030	-1	p11.2	16	HGNC:28777	DCTPP1	Q9H773
ENSG00000179958	30423615	30430030	-1	p11.2	16	HGNC:28777	DCTPP1	
ENSG00000065029	35258909	35295985	1	p21.31	6	HGNC:13149	ZNF76	P36508
ENSG00000257341	105487199	105492267	1	q32.33	14			
ENSG00000165219	125261794	125367207	1	q33.3	9	HGNC:23375	GAPVD1	
ENSG00000105583	12668073	12669415	-1	p13.13	19	HGNC:30203	WDR83OS	Q9Y284
ENSG00000175514	67451301	67452729	-1	q13.2	11	HGNC:23622	GPR152	Q8TDT2
ENSG00000105583	12668073	12669415	-1	p13.13	19	HGNC:30203	WDR83OS	
ENSG00000178752	238158970	238168900	1	q37.3	2	HGNC:26727	ERFE	
ENSG00000204195	70234655	70240659	1	q13.1	X	HGNC:23252	AWAT1	Q58HT5
ENSG00000132004	12688053	12696631	-1	p13.13	19	HGNC:28136	FBXW9	
ENSG00000186912	70258166	70260204	-1	q13.1	X	HGNC:8542	P2RY4	P51582
ENSG00000103222	15949138	16143257	1	p13.11	16	HGNC:51	ABCC1	P33527
ENSG00000196411	100802565	100827523	-1	q22.1	7	HGNC:3395	EPHB4	
ENSG00000103222	15949138	16143257	1	p13.11	16	HGNC:51	ABCC1	
ENSG00000132004	12688053	12696631	-1	p13.13	19	HGNC:28136	FBXW9	Q5XUX1
ENSG00000172663	67461710	67469272	-1	q13.2	11	HGNC:26142	TMEM134	Q9H6X4
ENSG00000206435	2570707	2574099	-1		HSCHR6_MHC_SSTO_CTG1	HGNC:4933	HLA-C	
ENSG00000231737	1910629	1928841	-1		HSCHR6_MHC_MANN_CTG1	HGNC:9284	PPP1R10	Q96QC0
ENSG00000123144	12730640	12734684	-1	p13.13	19	HGNC:28424	TRIR	
ENSG00000196411	100802565	100827523	-1	q22.1	7	HGNC:3395	EPHB4	P54760
ENSG00000120500	70268305	70281840	1	q13.1	X	HGNC:710	ARR3	P36575
ENSG00000160972	144477969	144502121	1	q24.3	8	HGNC:14941	PPP1R16A	Q96I34
ENSG00000172663	67461710	67469272	-1	q13.2	11	HGNC:26142	TMEM134	
ENSG00000123144	12730640	12734684	-1	p13.13	19	HGNC:28424	TRIR	Q9BQ61
ENSG00000120500	70268305	70281840	1	q13.1	X	HGNC:710	ARR3	
ENSG00000160972	144477969	144502121	1	q24.3	8	HGNC:14941	PPP1R16A	
ENSG00000235589	260343	270874	-1		HSCHR6_MHC_MANN_CTG1	HGNC:13847	ZNF311	Q5JNZ3
ENSG00000166152	49373804	49399431	1	q12.1	16	HGNC:28479	C16orf78	Q8WTQ4
ENSG00000147127	70282093	70285002	1	q13.1	X	HGNC:18293	RAB41	
ENSG00000198356	12737139	12748323	1	p13.13	19	HGNC:752	GET3	O43681
ENSG00000235925	3017944	3021141	-1		HSCHR6_MHC_SSTO_CTG1	HGNC:13936	LY6G6C	O95867
ENSG00000237284	795777	796913	-1		HSCHR6_MHC_SSTO_CTG1	HGNC:13961	MAS1L	P35410
ENSG00000112033	35342558	35428191	1	p21.31	6	HGNC:9235	PPARD	Q03181
ENSG00000147127	70282093	70285002	1	q13.1	X	HGNC:18293	RAB41	Q5JT25
ENSG00000241296	4333862	4352360	-1		HSCHR6_MHC_SSTO_CTG1	HGNC:4935	HLA-DMB	
ENSG00000108963	2030137	2043898	1	p13.3	17	HGNC:3003	DPH1	Q9BZG8
ENSG00000198755	35468401	35470785	1	p21.31	6	HGNC:10299	RPL10A	P62906
ENSG00000108963	2030137	2043898	1	p13.3	17	HGNC:3003	DPH1	
ENSG00000241296	4333862	4352360	-1		HSCHR6_MHC_SSTO_CTG1	HGNC:4935	HLA-DMB	P28068
ENSG00000167701	144502973	144507174	1	q24.3	8	HGNC:4552	GPT	P24298
ENSG00000039987	12751702	12758458	1	p13.13	19	HGNC:17107	BEST2	Q8NFU1
ENSG00000226173	4264562	4273331	-1		HSCHR6_MHC_MANN_CTG1	HGNC:43	TAP1	Q03518
